m_id,m_reseau,m_nom,m_intro,m_special,m_addr1,m_addr2,m_cp,m_dpt,m_ville,m_pays,m_horaire,m_horaire_fin,m_tel,m_tel2,m_telprive,m_web,m_contact,m_contact2,m_mail,m_mail_prods,m_mail_mag,m_latitude,m_longitude,m_region,m_bio,m_double,m_modif,m_photo
83,0,March&eacute; Fermier,"Ce magasin est un point de vente collectif géré par un groupe d’une trentaine d’agriculteurs du Maine et Loire réunis au sein du G.I.E Les Fermes Baugeoises. On y trouve des produits de saison provenant exclusivement de fermes de la région. L’origine de chaque produit est garantie puisqu’il y a un seul producteur par produit. La viande d’agneau, certains produits laitiers, le camembert, le cidre, les tisanes et aromates sont issus de l’agriculture biologique.",Cerf - Asperges - Camembert - Volailles festives - Foie gras de canard - Escargots - Fleurs - Pigeonnaux - Poissons de Loire - Chevreaux,"2, Avenue de la Millardière",-,49480,49,Saint-Sylvain-d&#146;Anjou,France,-,0,241608756,-,0,www.marche-fermier.net,-,-,,"cecile.huet49@sfr.fr,jp.haxaire@aci49.fr,lesmimosas@hotmail.fr,alain.denis@terre-net.fr,coraboeuf.mm@wanadoo.fr,olivier.triboire@orange.fr,contact@vergerdelahanere.com,florencecochard@yahoo.fr",marchefermier@orange.fr,47.5132,-0.472736,18,3,0,1,1
84,0,Ô Champs," La boutique est née de la volonté d’agriculteurs qui ont souhaité se réunir pour vendre leurs produits en direct. Tous les produits sont cultivés, élevés et transformés par la quizaine de producteurs qui font vivre ce lieu. Parmi tous les produits proposés, les légumes, les plantes aromatiques, les fromages et produits laitiers de brebis ou la viande bovine sont issus de l’agriculture biologique.<br><br>Horaires d’été (à partir du 15 juin) :<br>Jeudi : 16h30 – 19h30<br>Vendredi : 9h30 – 12h30 et 16h30 – 19h30<br>Samedi :  9h30 – 12h30 et 16h30 – 19h30<br>Dimanche : 9h30 – 12h30<br><br>Horaires d’hiver (à partir du 15 septembre) :<br>Jeudi : 15h – 19h<br>Vendredi : 9h30 – 12h30 et 15h – 19h<br>Samedi :  9h30 – 12h30 et 15h – 19h<br>Dimanche : 9h30 – 12h30",Plantes aromatiques - Huile d&#146;olive - Canard gras - Huiles essentielles - Pélardon,Domaine des Agriolles,Mas d&#146;Alhem,34150,34,La Boissière,France,-,0,467555788,-,0,www.ochamps.fr,-,-,,,contact@ochamps.fr,43.6132,2.81593,11,4,0,1,0
85,0,Plaisirs Fermiers,"Neuf exploitations agricoles se sont associées pour faire vivre ce magasin. Une exploitation de fromages de chèvres poitevines, des fermes d&#146;élevage de vaches laitières, de porcs, de bovins de race limousine, de volailles, de canards gras, une exploitation maraîchère et une exploitation fruitière de pommes et jus de pommes. Quarante producteurs apporteurs viennent compléter la gamme de produits. Issus de l&#146;agriculture biologique, on trouve de la viande de veau sous la mère, du cidre, des lentilles, des confitures ou du muscadet.",Foie gras de canard - Vins d&#146;Anjou - Hydromel - Œufs de caille - Volailles festives - Huile de colza - Autruche - Cognac - Escargots - Noix - Sel de l&#146;Ile de Ré - Safran - Pigeon,Rue Jacques Vaucansson,-,79000,79,Niort,France,-,0,549767622,-,0,www.plaisirsfermiers-niort.fr,-,-,,earl.lerisson@lerisson-gourmand.com,contact@plaisirs-fermiers-niort.fr,46.3378,-0.39772,20,2,2,1,0
86,0,Plaisirs Fermiers,Ce deuxième magasin Plaisirs Fermiers de Niort a ouvert ses portes fin 2012. Il est géré par la même équipe que le magasin situé rue Vaucansson et propose la même offre de produits sauf des vins. On y trouvera de la viande de bœuf sous label AB.,Foie gras de canard - Pigeon - Hydromel - Œufs de caille - Volailles festives - Huile de colza - Autruche - Escargots - Noix - Sel de l&#146;Ile de Ré - Safran,256 Route de Coulonges,-,79000,79,Niort,France,-,0,33549767622,-,0,www.plaisirsfermiers-niort.fr,Clarissa LOURENCI,-,,earl.lerisson@lerisson-gourmand.com,contact@plaisirs-fermiers-niort.fr,46.3525,-0.478944,20,2,2,1,0
87,1,Plein Champ,"Les producteurs de dix exploitations agricoles animent ce point de vente ouvert depuis 2005 et proposent leurs produits en vente directe. Un producteur de charcuterie dont les porcs naissent, sont élevés et transformés sur l’exploitation. Une ferme d’élevage de volailles élevées en plein air toute l’année. Une ferme d’élevage de chèvres dont le lait est transformé en nombreux fromages. Une exploitation maraîchère, une ferme d’élevage de vaches de race limousine, des producteurs de fruits et jus de fruits. Une ferme d’élevage d’escargots ""gros gris"" en agriculture biologique, une ferme d’élevage de veaux et des producteurs vignerons sous label AB.<br><br>HORAIRES<br>Mercredi 9h-12h30 / 15h-19h<br>Vendredi 9h-12h30 / 15h-19h<br>Samedi 9h-12h30",Chabrious du Velay - Lait cru de chèvre - Canard gras - Sirop de pêche - Caillé doux - Sorbets de fruits rouges - Vins des collines rhodaniennes ,1 rue de l&#146;Onzon,-,42290,42,Sorbiers,France,-,0,477533374,-,0,http://www.pleinchampsorbiers.com/,-,-,,"gandilhon.michel@wanadoo.fr,be.gallot1@libertysurf.fr,lesdeplaude.tartaras@wanadoo.fr,shf@free.fr,d.rouzier@laposte.net,alexandra.nico@laposte.net,gilles.granjon@laposte.net,adele.lombard286@orange.fr,contact@lafermedesptitsbio.fr",,45.4933,4.43514,22,2,0,1,1
88,,Saveurs Campagnardes,"Dans ce point de vente ouvert depuis 1999, les producteurs d&#146;exploitations agricoles situées principalement en Isère et en Savoie proposent directement aux consommateurs les produits élaborés et transformés par leurs soins. Par exemple une ferme spécialisée dans la cueillette et la production de plantes médicinales sous label AB propose une grande variété de baumes aux plantes et d&#146;huiles de macération. Du poisson sauvage pêché dans le lac du Bourget est aussi proposé en magasin sous la forme de quenelles, rillettes ou filets. Sans oublier les nombreuses fermes productrices des fromages incontournables de la région.",Abondance - Plantes médicinales - Baumes aux plantes - Vins de Savoie - Foie gras de canard - Beaufort - Reblochon - Noix de Grenoble - Poissons de lac - Miel de Savoie - Veau de lait,965 rue Denis Papin,-,73290,73,La Motte Servolex,France,-,0,479627110,-,0,www.saveurscampagnardes.com,-,-,,essaimdechartreuse@yahoo.fr,saveurs.campagnardes@free.fr,45.6021,5.87693,22,2,0,1,0
89,0,Saveurs de nos Fermes,"Ce point de vente collectif a été créé en 2008 à l&#146;initiative de dix producteurs savoyards. Des éleveurs de vaches de race charolaise, de porcs de plein air, de brebis, chèvres, poulets, poules et pintades. Un éleveur d&#146;escargots ""gros gris"" aussi apiculteur à ses heures, un arboriculteur qui cultive des pommes, poires, prunes, fraises et raisins sous le label AB et une exploitation vinicole.",Savons au lait de chèvre - Miel de Savoie - Escargots - Gelée de raisin - Génepi - Beaufort d&#146;Alpage - Reblochon - Raclette - Canard gras,232 avenue Georges Pompidou,-,73200,73,Gilly-sur-Isère,France,-,0,479399308,-,0,www.saveursdenosfermes.com,-,-,,"gaecduvalgelon@orange.fr,RAMBERTPATRICK@aol.com,chevrerieplanvillard@orange.fr",saveursdenosfermes@orange.fr,45.6552,6.35931,22,2,1,1,0
90,0,Saveurs et Couleurs de la Montagne,"Le magasin est implanté dans le parc de Wesserling, le plus grand jardin d&#146;Alsace inscrit aux Monuments Historiques. Les onze producteurs locaux qui composent l&#146;équipe sont des éleveurs, des maraîchers, des boulangers, des apiculteurs, des vignerons. Beaucoup varient les plaisirs comme la ferme Cattenoz qui élève des bovins et des brebis et produit également du pain et du sirop de gentiane. La majorité des producteurs se sont engagés dans des démarches de labellisation environnementale et qualitative. L&#146;offre de produits labellisés AB dans ce magasin est conséquente.",Volailles festives - Munster - Plantes médicinales - Vins d&#146;Alsace - Vins d&#146;Alsace Grand Cru - Miel de sapin des Vosges - Sirop de gentiane - Veau de lait,7 rue des Fabriques,Parc de Wesserling,68470,68,Fellering,France,-,0,389391443,-,0,www.saveurs-couleurs-montagne.fr,-,-,,"david.maurice5@gmail.com,alain.cattenoz@wanadoo.fr,fermeschoeffel@orange.fr,fermedubergenbach@orange.fr,setf.leiby@wanadoo.fr",,47.8872,6.99578,1,3,0,1,0
91,1,Terroir Cévennes,"Ce magasin ouvert depuis plus d&#146;une vingtaine d&#146;années accueille sous son toit les produits de ses paysans et aussi les créations d&#146;artisans locaux. Dans un même lieu on peut ainsi varier les plaisirs, visiter une expo et acheter à manger. Découvrir des produits élaborés à partir d&#146;amandes, de châtaignes, d&#146;olives, de plantes tout en se laissant séduire par un bol, une théière, un sac ou un vêtement.",Sauté d&#146;agneau au miel - Pélardon - Madeleines au miel - Magrets de canard fumés - Cartagène - Cosmétiques de plantes - Bière artisanale - Sirop d&#146;orgeat,La Plaine,-,30140,30,Thoiras,France,-,0,466851526,-,0,www.terroircevennes.com,-,-,,"maiabarato@hotmail.fr,herveparain@yahoo.fr,petitjm.auzi@gmail.com,boudetluc@free.fr,carly.patrick@wanadoo.fr,cartagene-darnaud@wanadoo.fr,plantescevennes@orange.fr,PETITJM.AUZI@gmail.com,rotondecavalier@orange.fr,Keymen22@hotmail.fr,j.hager@sfr.fr,isabel.heckle@infonie.fr,mariehelenefayolle@wanadoo.fr,gaecdufesquet@orange.fr",terroircevennes@wanadoo.fr,44.0709,3.94262,11,3,0,1,1
92,,Terres d&#146;Aigoual,"Le magasin est installé sur les flancs du Mont Aigoual, au col de la Serreyrède à 1300 mètres d&#146;altitude. L&#146;offre de produits est concentrée et est très représentative du terroir des Cévennes. Fromages de chèvres et de brebis, produits de la châtaigne, confitures de petits fruits, sirops de plantes, jus de pomme reinette, ...",Pélardons à l&#146;huile - Oignons doux des Cévennes - Sirop de framboise - Miel de châtaigner - Lentilles au confit de canard - Jus de pomme reinette - Plantes aromatiques - Foie gras de canard,Col de la Serreyrède,l&#146;Espérou,30570,30,Valleraugue,France,-,0,467826539,-,0,www.terres-aigoual.com,-,-,,"annick.maille1@orange.fr,jacquescampredon@sfr.fr,famillehebrard@wanadoo.fr,bergeriesavel@orange.fr,christine.bekissa@wanadoo.fr,contact@ferme-bastide.com,sylgac@orange.fr",terres.daigoual@wanadoo.fr,44.103,3.54125,11,1,0,1,1
93,0,A Travers Champs,"Installé dans une ancienne ferme entièrement restaurée, le magasin regroupe une trentaine de producteurs<br><br>Ouvert sans interruption du mardi au samedi de 10h à 19h",Volailles festives - Cabécou - Glaces - Canard gras - Farine de seigle - Huile de tournesol - Lapin,Le Ferrat,Chemin de Pompertuzat,31450,31,Belberaud,France,-,0,534660857,-,0,www.atraverschamps.fr,-,-,,"lesmoulinsdeperrine@orange.fr,emmanuelle.monatte@orange.fr,info@ferme-de-cabriole.com,earl.papaix@altinet.fr",atraverschamps31@gmail.com,43.5048,1.55706,14,1,0,1,0
94,1,Au Gré Des Saisons,"27 agriculteurs de l’Hérault, du Gard et de l&#146;aveyron situés principalement dans un rayon de 40km autour de Ganges vous accueillent à tour de rôle. Vous y trouverez uniquement les produits frais et transformés de leurs fermes entre Garrigue et Cévennes. <br><br>Ouvert du lundi au samedi de 9h à 12h30 et de 15h30 à 19h.<br>Ouvert les matins des jours fériés. <br>Fermé le dimanche.",Spiruline - Plantes aromatiques bio - Cakes aux olives et tartelettes à l’oignon doux présents au rayon frais en fin de semaine. - champignons frais shitaké et pleurote,Avenue du Mont Aigoual,-,34190,34,Ganges,France,-,0,467079634,-,0,-,-,-,,"calvetmoreau.sophie@neuf.fr,chevalaunaturel@hotmail.fr,pacou.m@orange.fr",cevennes-paysannes@orange.fr,43.936,3.69732,11,0,0,1,1
96,0,Au Rendez-Vous Fermier,"Présentation : Une dizaine d’agriculteurs vous accueillent dans une ancienne ferme pour vous faire découvrir leurs produits frais.<br><br>Vous y trouverez une gamme complète de produits 100% issus de leurs fermes : fruits et légumes de saison, viandes (agneau, boeuf, lapin, porc, veau, volailles), produits laitiers, ainsi que de nombreux produits dérivés de leurs productions.<br><br>HORAIRES<br>Lundi et mardi : 14h-19h<br>Mercredi, jeudi, vendredi et samedi : 9h-12h30 et 14h-19h",,117 bis rue de Béthune,-,59253,59,La Gorgue,France,-,0,328414202,-,0,-,Mr Delaval,-,,"fermedesmottes@gmail.com,delaval.ch@wanadoo.fr,franck.hembert@orange.fr",,50.6298,2.70109,15,0,1,1,0
97,0,Au Rendez-Vous Fermier,"Présentation : Magasin alimentaire créé et tenu par un groupe de 14 agriculteurs associés.<br><br>HORAIRES<br>Lundi et mardi : 14h-19h<br>Mercredi, jeudi, vendredi et samedi : 9h-12h30 et 14h-19h",,61 Route Nationale,-,62120,62,Norrent-Fontes,France,-,0,321272207,-,0,-,-,-,,"fermedesmottes@gmail.com,delaval.ch@wanadoo.fr",,50.5694,2.45096,15,0,1,1,0
98,1,Aura des Champs,Point de vente collectif paysan. Vente directe de produits alimentaires.<br><br>HORAIRES<br>Lundi : 15h30-18h<br>Mardi au samedi : 9h-12h30 et 15h30-18h30,Pélardon - Huile d&#146;olive - Chutney - Oignon doux des Cévennes - Pain aux graines de sésame - Pomme reinette,16 place Saint Euzéby,-,30120,30,Le Vigan,France,-,0,467857135,-,0,-,-,-,,"vacquierdomi@free.fr,miellerieauboulot@yahoo.fr,valentine.pallas@orange.fr",aura-des-champs@orange.fr,43.9858,3.60383,11,3,0,1,1
99,0,Aux Sources,,,Grande Rue,-,7360,7,Les Ollières-sur-Eyrieux,France,-,0,951596452,-,0,-,-,-,,,auxsources@free.fr,44.8212,4.58661,22,0,0,1,0
100,1,Chez les Producteurs,Une quinzaine de petits producteurs membres de l&#146;association l&#146;Avenue Paysanne sont là pour vous accueillir et vous servir.<br>Un large de choix de produits paysans vous attend !!<br><br>LES HORAIRES<br>du mardi au samedi de 9h30 à 13h et de 15h à 19h,bière du larzac - vinaigre de bière - spiruline - sirops - plantes médicinales,13 Avenue Aristide Briand,-,34120,34,Pézenas,France,-,0,467778088,-,0,www.avenue-paysanne.fr,-,-,,"domaine4rodes@orange.fr,busquier.arthur@orange.fr,gaec3pastres@gmail.com",contact@avenue-paysanne.fr,43.4575,3.42587,11,0,0,1,1
101,0,Bio d&#146;Ici,CE MAGASIN A FERME DEFINITIVEMENT SES PORTES,,CE MAGASIN A FERME SES PORTES DEFINITIVEMENT,-,,,,France,-,0,,-,0,-,-,-,,,,0,0,0,0,0,1,0
102,0,Bio Terroir,CE MAGASIN A FERME SES PORTES DEFINITIVEMENT,,CE MAGASIN A FERME SES PORTES DEFINITIVEMENT,-,,,,France,-,0,,-,0,-,-,-,,,,0,0,0,0,0,1,1
103,1,Brin de Paille,"17 agriculteurs réunis en un point de vente collectif s&#146;engagent pour vendre des produits fermiers de saison et vous garantissent la présence d&#146;un producteur à la vente.<br><br>HORAIRES<br>Le mardi, mercredi et jeudi : 9h - 12h30 et 15h - 19h<br>Le vendredi : 9h - 19h<br>Le samedi : 9h - 18h","Vin de basilic - Cerises bio - Fromages de vache, chèvre et brebis - Pain au levain",1080 rue du Général Andréa,-,1100,1,Arbent,France,-,0,474730786,-,0,www.brindepaille.net,-,-,,"lio.chavanel@orange.fr,vernoux.etienne@orange.fr","brin-de-paille@orange.fr,producteurs-du-haut-bugey@orange.fr",46.2828,5.67935,22,0,0,1,1
104,1,C&#146; Nos Terroirs,"HORAIRES<br>Mardi, mercredi, jeudi et vendredi : 9h - 19h<br>Samedi : 9h - 13h",,67 avenue des Neigeos,-,74600,74,Seynod,France,-,0,450335645,-,0,http://www.cnosterroirs.fr/,-,-,,"gaecleventdescimes@gmail.com,cyrilbachet@yahoo.fr,gaeclechampenois@wanadoo.fr,ferme-de-larpin@wanadoo.fr",,45.8827,6.09003,22,0,0,1,0
105,0,Campagne Productions,Ce magasin de producteurs est installé depuis près de cinq ans et regroupe une trentaine d’agriculteurs et producteurs du département...<br><br>HORAIRES<br>Lundi au vendredi de 9h30 à 13h00 et de 15h30 à 19h00<br>Samedi de 9h30 à 13h00 et de 15h00 à 19h00,,290 Route d&#146;Angoulème,-,24000,24,Périgueux,France,-,0,553464190,-,0,-,-,-,,"lacoste.alain@hotmail.fr,texier.didier@orange.fr,lucette.dubreuil-lachaud@neuf.fr",,45.1999,0.681522,2,0,0,1,0
106,,Champs Libres,"Ce point de vente directe de produits fermiers biologiques du pays de Dieulfit regroupe une quinzaine de producteurs bio associés.<br>Champs Libres vous offre des produits bio de qualité et de saison au juste prix. Le magasin vous propose de devenir des consomm&#146;acteurs et de participer à la vie du magasin par le biais de l&#146;association.<br>Fruits, légumes, fromages (vaches, chèvres, brebis), laitages, viandes (bœuf, agneau), volailles, pains, farines, céréales, huiles, plantes aromatiques, sirops, confitures, miels…<br>Un point de vente collectif est un lieu où un groupe d&#146;agriculteurs vend en direct les produits issus de leurs exploitations. Les producteurs assurent la vente de leurs produits, l’accueil et le service des consommateurs.<br><br>HORAIRES<br>Le mardi : 9h - 12h30 et 15h30 - 19h<br>Le mercredi : 9h30 - 12h30<br>Le vendredi : 9h - 12h30 et 15h30 - 19h<br>Le samedi : 9h30 - 12h30",,Les Rivales,-,26160,26,Le poët-Laval,France,-,0,475965862,-,0,-,-,-,,"lavieillemule@gmail.com,lemaildevalery@gmail.com,guyomard_leslie@hotmail.com,emilie.brugiere@orange.fr",,44.5267,5.02871,22,4,0,1,1
107,1,Chez les Paysans,Boutique paysanne dont les producteurs sont organisés pour vendre sans intermédiaire les produits de leurs exploitations.<br><br>HORAIRES<br>Du mardi au samedi : 9h30-12h30 et 16h-19h<br>Le dimanche : 9h30-12h30,,8 Esplanade Marceau Farelle,-,48400,48,Florac,France,-,0,466477661,-,0,https://www.facebook.com/magasindeproducteurs.fr/,-,-,,"manuothelet@hotmail.com,mathildelucain@yahoo.fr,vivifredmazer@wanadoo.fr",,44.3247,3.59418,11,4,0,1,1
108,0,Ciboulette et Compagnie,"Etre plus accessibles, faire connaître le bio, maintenir des prix corrects, voilà ce qui réunit la dizaine de producteurs locaux à l&#146;origine de ce point de vente collectif ...<br><br>HORAIRES<br>mardi de 16h à 19h<br>samedi de 9h30 à 12h30<br>",,Impasse des Noisetiers,-,56250,56,Sulniac,France,-,0,-,-,0,,-,-,,"cekidali@orange.fr,legalloudec_g@yahoo.fr,jeanluc.lethiec@orange.fr,b.rameil07@orange.fr",,47.6749,-2.56577,5,4,0,1,0
109,0,Cigales et Fourmis,Cigales et Fourmis est un magasin de producteurs situé aux portes des Gorges de l&#146;Ardèche...,,32 Boulevard Peschaire Alizon,-,7150,7,Vallon-Pont-d&#146;Arc,France,-,0,475889306,-,0,www.facebook.com/pages/Cigales-et-Fourmis/204564406334273,-,-,,"alexis.vernede@wanadoo.fr,a.dumarcher@orange.fr,prasserat@orange.fr",,44.4062,4.39415,22,0,0,1,0
110,0,Coccinelle et Coquelicot," Créé et géré par l’association Vous Avez Dit Fermier, la boutique compte aujourd’hui 1750 produits élaborés par une trentaine de producteurs dispersés sur toute la Charente et la partie limitrophe de la Dordogne.<br><br>HORAIRES<br>mardi à vendredi : 9h30-12h30 et 15h-19h<br>samedi : 9h30-12h30",,Boulevard de Bigorre,Ma Campagne,16000,16,Angoulême,France,-,0,545671821,-,0,http://www.vadf.e-monsite.com/,-,-,,"decroix.pauline@wanadoo.fr,info@laforetdubrame.fr,contact@bruno-bachelier.com,cyrille.mandon@wanadoo.fr,fermedechezmery@orange.fr,umaga1909@hotmail.fr,domainedestonneaux@hotmail.fr",,45.6295,0.14039,20,4,0,1,0
111,3,Com&#146; à la Ferme,"Ils sont 11 agriculteurs à avoir ouvert ce magasin en Novembre 2012, ...",,2140 Rue Faidherbe,-,59134,59,Fournes-En-Weppes,France,-,0,320543480,-,0,www.facebook.com/pages/Com-à-la-ferme/115892765220760,-,-,,"bacquaertcatherine@yahoo.fr,gaecducrusobeau@orange.fr,fermedesmottes@gmail.com",comalaferme@gmail.com,50.5839,2.90291,15,0,0,1,0
112,0,Coop des Baous,Un groupe d&#146;agriculteurs des côteaux des Baous vous proposent leurs produits en direct.<br><br>HORAIRES<br>Les Samedis et Dimanches de 10h à 17h,,220 Route de Saint-Barnabé,-,6140,6,Coursegoules,France,-,0,493597478,-,0,www.facebook.com/coopbaous,-,-,,,coopbesbaous@gmail.com,43.7638,7.03869,21,0,0,1,0
113,0,Côté Ferme,,,5 Chemin de Bordeneuve,-,31170,31,Tournefeuille,France,-,0,561165489,-,0,-,-,-,,"spirulinedecocagne@orange.fr,lesmoulinsdeperrine@orange.fr",,43.577,1.32495,14,0,0,1,0
114,0,Croq Ferme,19 producteurs fermiers à votre service pour vendre en direct les produits de leurs ferme ...,,7 Route de Lyon,-,69330,69,Jons,France,-,0,472055207,-,0,-,-,-,,"duclosgonet@orange.fr,lesescargotsmaraisiens@hotmail.fr",,45.7998,5.0636,22,0,0,1,0
115,0,Cultures Paysannes,"Magasin paysan pour tous les gourmets, gourmands et gourmandes ...<br><br>Mardi et Jeudi : 9H00 à 13H00 - 15H30 à 19H<br>Mercredi, Vendredi et Samedi : 9H00 à 19H en continu<br><br>Fermé le Dimanche et Lundi<br>",,"9, Place Alfred Sauvy",-,31270,31,Cugnaux,France,-,0,561924704,-,0,www.culturespaysannes.fr,-,-,,ferme.beguere@orange.fr,,43.5356,1.3639,14,0,0,1,0
117,0,Douz&#146;Arômes," Le GIE Douz&#146;arômes regroupe 13 producteurs au sein d&#146;un point de vente collectif ouvert en 2001 à Betton, en périphérie Nord de Rennes. ",,Le Brandais,-,35830,35,Betton,France,-,0,299277926,-,0,-,-,-,,"trubert5@wanadoo.fr,lechampdelair@hotmail.fr,valdelachevre@wanadoo.fr",,48.1552,-1.62987,5,2,0,1,0
118,1,Entre Schiste et Granite,"Point de vente géré par l&#146;association La Maison des Paysans de Lozère qui a pour but de favoriser et développer la promotion et la vente de productions exclusives et issues de Lozère de ses adhérents agriculteurs, artisans ou artistes libres.",,Place René Estoup,-,48000,48,Mende,France,-,0,466410834,-,0,https://www.sites.google.com/site/lamaisondespaysansdelozere/,-,-,,"beatrice.michel@nordnet.fr,bonellaurence@yahoo.fr,anne.vettier@live.fr,cat.vassaux@gmail.com,chantal.dubois@akeonet.com,lafermeducrouzet@free.fr,lapenseesauvage@mailoo.org",maison-des-paysans-de-lozere@orange.fr,44.5179,3.49892,11,2,0,1,1
119,0,Entre Terre et Mer,Magasin créé à l’initiative d’une vingtaine de producteurs du bassin de Thau et des hauts cantons ...,,Mas de Joumes,-,34140,34,Mèze,France,-,0,467246796,-,0,-,-,-,,,,43.44,3.57919,11,3,0,1,0
120,1,Entre Thym et Châtaigne,"Produits locaux agricoles et artisanaux provenant du territoire proche de Saint Hippolyte du Fort, au pied des Cévennes, entre plaine et montagne, entre calcaire et schiste, entre thym et châtaigne.",,2 Place de la Couronne,-,30170,30,Saint-Hippolyte-du-Fort,France,-,0,466772168,-,0,-,-,-,,"christine.bekissa@wanadoo.fr,mariehelenefayolle@yahoo.fr,baratoeve@gmail.com",garrigue_et_cevennes@club-internet.fr,43.9615,3.8571,11,0,0,1,1
121,0,Escale à la Ferme,"Association des producteurs en pays lindois regroupant 36 producteurs de la région.<br><br>Nous sommes ouverts : <br>du mardi au samedi de 9h30 à 12h30 et de 15h30 à 19h<br>le dimanche matin de 9h30 à 12h30<br><br>En été, le magasin est ouvert tous les jours de la semaine.",Pétillant de raisin - Verjus - Huile de noix - Foie gras d&#146;oie - Foie gras de canard - Vins de Monbazillac,Avenue des Marronniers,-,24150,24,Lalinde,France,-,0,553273548,-,0,-,-,-,,leslizettesperigord@gmail.com,escalealaferme@orange.fr,44.8323,0.704257,2,3,0,1,0
122,0,Escale Campagnarde,Huit producteurs s&#146;associent et ouvrent un magasin de vente directe à Jeuxey à 10 minutes d&#146;Epinal. Ils proposent des produits issus de leur ferme...,,25 Rue du Saut le Cerf,-,88000,88,Jeuxey,France,-,0,329349921,-,0,-,-,-,,"lejeanpierre.simon@laposte.net,sarl.grethenchoux@orange.fr,adam.jean-paul@akeonet.com,THOMASMichou007@aol.com",,48.2005,6.47996,13,0,0,1,0
123,0,Esprits de Garrigue,"Collectif de producteurs, d&#146;artisans et d&#146;artistes locaux.",,Cave Coopérative,-,11330,11,Villerouge-Termenès,France,-,0,430647032,-,0,-,-,-,,,esprit.garrigue@gmail.com,43.0063,2.62814,11,0,0,1,0
124,0,Ferm&#146;andises,,Sucre floral de lavande - Amandes - Pâtes artisanales - Volailles de Bresse - Vins de Bugey - Foie gras de canard - Asperges,170 Rue du Village,-,1000,1,Saint-Denis-lès-Bourg,France,-,0,474225616,-,0,www.facebook.com/Fermandises,-,-,,gaecsouslesroches@orange.fr,fermandises@orange.fr,46.1999,5.18949,22,2,0,1,0
125,0,Ferm&#146;envie,Quatre agriculteurs fondateurs et leurs enfants accueillent dans leur magasin Ferm’envie à Serres-Castet d’autres producteurs de la région de Pau pour mettre à votre disposition une large gamme de produits fermiers.<br><br>HORAIRES<br>Du mardi au samedi : 9h-19h,Jambon de Bayonne - Escargots - Ossau Iraty - Huile de noisette - Foie gras de canard - Agneau de lait des Pyrénées - Soupe de châtaignes,rue d&#146;Aspé,-,64121,64,Serres-Castet,France,-,0,559801741,-,0,www.fermenvie.com,-,-,,,fermenvie@orange.fr,43.3585,-0.380858,2,2,0,1,0
126,0,Ferme Attitude Saint Georges,"Le principe est simple, c&#146;est la campagne qui s&#146;invite en ville. Ferme Attitude accueille maintenant plus de 150 producteurs locaux, installés dans un rayon de 250km autour de Toulouse.<br><br>HORAIRES<br>Du lundi au samedi de 9h30 à 19h30",,23 rue d&#146;Astorg,-,31000,31,Toulouse,France,-,0,534335155,-,0,www.fermeattitude.fr,-,-,,"gaeclesrousses@orange.fr,lesmoulinsdeperrine@orange.fr,contact@lablaquiere.com,ferme.cassagnaou@orange.fr,reyhubert@orange.fr,papolle@papolle.fr",fermeattitude@gmail.com,43.6009,1.44983,14,0,2,1,0
127,0,Ferme de la Varenne,"Organisés en Groupement d’Intérêt Economique (GIE), ils sont une trentaine de producteurs répondant à un cahier des charges précis. La boutique propose des produits issus du département.<br><br>HORAIRES<br>Du mercredi au samedi : 9h30/12 h 30 et 15h/19h (à 18 h le samedi).",,Les Varennes,-,17430,17,Tonnay-Charente,France,-,0,546441882,-,0,-,-,-,,"steph@lafermedumontdor.fr,lafermedeloree@orange.fr,fabienne.gachignat@sfr.fr,jmmarchand@cerfrance.fr,jerome.rivasseau@orange.fr",,45.9496,-0.896783,20,0,0,1,0
128,0,Ferme du Cormier,,,Le Cormier,-,72230,72,Mulsanne,France,-,0,243789995,-,0,-,-,-,,,,47.9413,0.23011,18,0,0,1,0
129,0,Les Fermiers du Mézenc,,,Le Bourg,-,43150,43,Estables,France,-,0,471083430,-,0,-,-,-,,ruchers-du-mezenc@wanadoo.fr,,44.9033,4.15399,3,0,0,1,0
130,0,Graines de Bio,"Ce magasin propose des produits de multiples producteurs bio locaux aux horaires suivants :<br>Du mardi au jeudi : 9h-12h30/15h30-19h<br>Le vendredi : 9h-19h<br>Le samedi : 9h-13h<br><br>- Fruits et légumes<br>- Fromage et produits laitiers<br>- Épicerie sèche salée et sucrée, Vrac<br>- Viandes et Charcuterie, au détail et en colis<br>- Boissons, Cave, Pains<br>- Hygiène, Santé, Cosmétique<br>- Produits d’entretien","Une des personnes travaillant dans ce magasin est conseillère en Fleurs de Bach, diplômée de l&#146;école de naturopathie Aesculape.",5 bis Place du Champ de Foire,-,44390,44,Nort-sur-Erdre,France,-,0,251819072,-,0,www.grainesdebio.com,-,-,,,contact@grainesdebio.com,47.4367,-1.50058,18,4,0,1,1
131,0,Grains de Fermes,,,39 Avenue des Monts d&#146;Or,-,69890,69,La-Tour-de-Salvagny,France,-,0,478489349,-,0,-,-,-,,,,45.8183,4.72453,22,0,0,1,0
